,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,"('Coldplay', 'Speed Of Sound')","('Coldplay', 'Talk')","('Coldplay', 'The Scientist')","('Coldplay', 'Trouble')",0.9886792452830189,0.9924528301886792,0.9830188679245283,0.9924528301886792,0.9886792452830189,0.7924528301886793,0.9830188679245283,0.9886792452830189,0.9924528301886792,0.9924528301886792,0.9886792452830189,0.9830188679245283,0.7924528301886793,0.9924528301886792,0.9830188679245283,0.9924528301886792,0.9886792452830189,0.6591194968553459,0.5442348008385745,0.8163522012578617,0.9886792452830189,0.6591194968553459,0.43689727463312367,0.9830188679245283,0.9924528301886792,0.9924528301886792,0.9830188679245283,0.43689727463312367
1,"('Coldplay', 'Speed Of Sound')","('Coldplay', 'Talk')","('Coldplay', 'The Scientist')","('Coldplay', 'Violet Hill')",0.9886792452830189,0.7924528301886793,0.9830188679245283,0.9905660377358491,0.9886792452830189,0.7924528301886793,0.9830188679245283,0.9886792452830189,0.7924528301886793,0.9905660377358491,0.9886792452830189,0.9830188679245283,0.9905660377358491,0.7924528301886793,0.9830188679245283,0.9905660377358491,0.9886792452830189,0.6591194968553459,0.5442348008385745,0.8163522012578617,0.9886792452830189,0.8238993710691824,0.43689727463312367,0.9830188679245283,0.7924528301886793,0.9905660377358491,0.9830188679245283,0.5461215932914046
2,"('Coldplay', 'Speed Of Sound')","('Coldplay', 'Talk')","('Coldplay', 'Trouble')","('Coldplay', 'Violet Hill')",0.9886792452830189,0.9924528301886792,0.9924528301886792,0.9905660377358491,0.9886792452830189,0.9924528301886792,0.9924528301886792,0.9886792452830189,0.7924528301886793,0.9905660377358491,0.9886792452830189,0.7924528301886793,0.9905660377358491,0.9924528301886792,0.9924528301886792,0.9905660377358491,0.9886792452830189,0.6591194968553459,0.9886792452830189,0.6591194968553459,0.9886792452830189,0.8238993710691824,0.9924528301886792,0.9924528301886792,0.7924528301886793,0.9905660377358491,0.7924528301886793,0.9905660377358491
3,"('Coldplay', 'Speed Of Sound')","('Coldplay', 'The Scientist')","('Coldplay', 'Trouble')","('Coldplay', 'Violet Hill')",0.9886792452830189,0.9830188679245283,0.7924528301886793,0.9905660377358491,0.9886792452830189,0.9830188679245283,0.7924528301886793,0.9886792452830189,0.9830188679245283,0.9905660377358491,0.9886792452830189,0.7924528301886793,0.9905660377358491,0.9830188679245283,0.7924528301886793,0.9905660377358491,0.5442348008385745,0.8163522012578617,0.9886792452830189,0.6591194968553459,0.9886792452830189,0.8238993710691824,0.9830188679245283,0.43689727463312367,0.9830188679245283,0.5461215932914046,0.7924528301886793,0.9905660377358491
4,"('Coldplay', 'Speed Of Sound')","('Coldplay', 'The Scientist')","('Coldplay', 'Violet Hill')","('Coldplay', 'Fix You')",0.9886792452830189,0.9830188679245283,0.9905660377358491,0.7886792452830189,0.9886792452830189,0.9830188679245283,0.9905660377358491,0.7886792452830189,0.9830188679245283,0.7886792452830189,0.9886792452830189,0.9905660377358491,0.7886792452830189,0.9830188679245283,0.7905660377358491,0.7886792452830189,0.5442348008385745,0.8163522012578617,0.9886792452830189,0.8238993710691824,0.6553459119496855,0.6553459119496855,0.9830188679245283,0.5461215932914046,0.8163522012578617,0.5442348008385745,0.6572327044025157,0.7886792452830189
5,"('Coldplay', 'Speed Of Sound')","('Coldplay', 'The Scientist')","('Coldplay', 'Violet Hill')","('Coldplay', 'Viva La Vida')",0.9886792452830189,0.9830188679245283,0.9905660377358491,0.7811320754716982,0.9886792452830189,0.9830188679245283,0.9905660377358491,0.6553459119496855,0.7830188679245284,0.7811320754716982,0.9886792452830189,0.7905660377358491,0.7811320754716982,0.9830188679245283,0.6572327044025157,0.7811320754716982,0.5442348008385745,0.8163522012578617,0.9886792452830189,0.8238993710691824,0.48867924528301887,0.8144654088050315,0.9830188679245283,0.5461215932914046,0.5830188679245283,0.6477987421383647,0.3905660377358491,0.7811320754716982
6,"('Coldplay', 'Speed Of Sound')","('Coldplay', 'The Scientist')","('Coldplay', 'Fix You')","('Coldplay', 'Viva La Vida')",0.7886792452830189,0.9830188679245283,0.9886792452830189,0.9811320754716981,0.7886792452830189,0.9830188679245283,0.7886792452830189,0.6553459119496855,0.7830188679245284,0.7811320754716982,0.7886792452830189,0.7886792452830189,0.9811320754716981,0.9830188679245283,0.8220125786163522,0.9811320754716981,0.5442348008385745,0.8163522012578617,0.6553459119496855,0.6553459119496855,0.48867924528301887,0.8144654088050315,0.8163522012578617,0.5442348008385745,0.5830188679245283,0.6477987421383647,0.48867924528301887,0.8144654088050315
7,"('Coldplay', 'Speed Of Sound')","('Coldplay', 'Violet Hill')","('Coldplay', 'Fix You')","('Coldplay', 'Viva La Vida')",0.9886792452830189,0.9905660377358491,0.9886792452830189,0.9811320754716981,0.9886792452830189,0.9905660377358491,0.7886792452830189,0.9886792452830189,0.7905660377358491,0.7811320754716982,0.7886792452830189,0.7886792452830189,0.9811320754716981,0.7905660377358491,0.9886792452830189,0.9811320754716981,0.9886792452830189,0.8238993710691824,0.6553459119496855,0.6553459119496855,0.48867924528301887,0.8144654088050315,0.6572327044025157,0.7886792452830189,0.3905660377358491,0.7811320754716982,0.48867924528301887,0.8144654088050315
8,"('Coldplay', 'Talk')","('Coldplay', 'The Scientist')","('Coldplay', 'Trouble')","('Coldplay', 'Violet Hill')",0.9924528301886792,0.9830188679245283,0.9924528301886792,0.9905660377358491,0.9924528301886792,0.9830188679245283,0.9924528301886792,0.7924528301886793,0.9830188679245283,0.9905660377358491,0.9924528301886792,0.9924528301886792,0.9905660377358491,0.9830188679245283,0.7924528301886793,0.9905660377358491,0.43689727463312367,0.9830188679245283,0.9924528301886792,0.9924528301886792,0.7924528301886793,0.9905660377358491,0.9830188679245283,0.43689727463312367,0.9830188679245283,0.5461215932914046,0.7924528301886793,0.9905660377358491
9,"('Coldplay', 'The Scientist')","('Coldplay', 'Violet Hill')","('Coldplay', 'Fix You')","('Coldplay', 'Viva La Vida')",0.9830188679245283,0.7905660377358491,0.9886792452830189,0.9811320754716981,0.9830188679245283,0.7905660377358491,0.7886792452830189,0.9830188679245283,0.6572327044025157,0.7811320754716982,0.9830188679245283,0.8220125786163522,0.9811320754716981,0.7905660377358491,0.9886792452830189,0.9811320754716981,0.9830188679245283,0.5461215932914046,0.8163522012578617,0.5442348008385745,0.5830188679245283,0.6477987421383647,0.6572327044025157,0.7886792452830189,0.3905660377358491,0.7811320754716982,0.48867924528301887,0.8144654088050315
